"id","text","country"
"id18687","Dances in the modern cemeteries were freely pictured, and another conception somehow shocked me more than all the rest a scene in an unknown vault, where scores of the beasts crowded about one who held a well known Boston guide book and was evidently reading aloud.","GER"
"id08112","Down and still down, it came.","USA"
"id00170","Oh No mortal could support the horror of that countenance.","CAN"
"id00198","I do not believe I need to wait for the full change as most have waited.","GER"
"id20520","Then I thought of the season, and felt that these old Puritan folk might well have Christmas customs strange to me, and full of silent hearthside prayer.","GER"
"id01763","When such a thought was heedlessly uttered, the hearers, with a gush of tears and passionate sobs, bore witness how deep their fears were, how small their hopes.","CAN"
"id08524","I now feel that I have reached a point of this narrative at which every reader will be startled into positive disbelief.","USA"
"id15974","I do not know how long I remained in this situation, but when I awoke I found that the sun had already mounted considerably.","CAN"
"id02086","Haow'd ye like to be a little shaver alone up in a cupalo a watchin' shapes as wa'n't human shapes? . . .","GER"
"id09945","Who can describe their horror and consternation on beholding me?","CAN"
"id09819","What the suspicion is, however, I will not say just yet.","USA"
"id12892","Mingled with this horror, I felt the bitterness of disappointment; dreams that had been my food and pleasant rest for so long a space were now become a hell to me; and the change was so rapid, the overthrow so complete Morning, dismal and wet, at length dawned and discovered to my sleepless and aching eyes the church of Ingolstadt, its white steeple and clock, which indicated the sixth hour.","CAN"
"id26371","Does 'Oppodeldoc,' whoever he is, know is he aware that we could not be paid to insert it?""","USA"
"id22518","In this year was the portrait taken.","USA"
"id19468","The plunge into this pit I had avoided by the merest of accidents, I knew that surprise, or entrapment into torment, formed an important portion of all the grotesquerie of these dungeon deaths.","USA"
"id27694","Thus I promised myself, as I journied towards my destination with roused and ardent expectation: expectation of the fulfilment of all that in boyhood we promise ourselves of power and enjoyment in maturity.","CAN"
"id17813","They shewed the visitor the grave, barren and devoid of markers.","GER"
"id09387","Summer boarders have indeed scanned it with jaunty binoculars, but have never seen more than the grey primeval roof, peaked and shingled, whose eaves come nearly to the grey foundations, and the dim yellow light of the little windows peeping out from under those eaves in the dusk.","GER"
"id07551","Here we were permitted to have glass windows even to have them open and something like a distinct view of the country was attainable.... Pundit says that the route for the great Kanadaw railroad must have been in some measure marked out about nine hundred years ago In fact, he goes so far as to assert that actual traces of a road are still discernible traces referable to a period quite as remote as that mentioned.","USA"
"id19188","I had scarcely uttered these words than a flash instantly followed by a tremendous peal of thunder descended on it; and when my eyes recovered their sight after the dazzling light, the oak no lonDE stood in the meadow The old man uttered a wild exclamation of horror when he saw so sudden an interpretation given to my prophesy.","CAN"
"id10515","The air was cold and misty.","USA"
"id24070","We never even in our wildest Hallowe'en moods visited this cellar by night, but in some of our daytime visits could detect the phosphorescence, especially when the day was dark and wet.","GER"
"id06627","I cannot reckon the number of hours I spent in gazing at the sunken city with its buildings, arches, statues, and bridges, and the colossal temple with its beauty and mystery.","GER"
"id17452","The most fetid and poisonous smells everywhere prevailed; and by the aid of that ghastly light which, even at midnight, never fails to emanate from a vapory and pestilential atmosphere, might be discerned lying in the by paths and alleys, or rotting in the windowless habitations, the carcass of many a nocturnal plunderer arrested by the hand of the plague in the very perpetration of his robbery.","USA"
"id06350","For a moment I experienced all the pangs of suffocation; I became blind, and deaf, and giddy; and then some invisible fiend, I thought, struck me with his broad palm upon the back.","USA"
